age,gender,marital_status,education_level,years_experience,skill_score,certifications,job_role,department,job_level,employment_type,remote_status,performance_score,projects_completed,overtime_hours,company_size,location,monthly_salary
32,Male,Married,bachelor ,7.054673830163658,9,3,DevOps Engineer,Product,Mid,Permanent,Hybrid,4,5,4.3,Medium,Nairobi,1122616
28,Female,Single,bachelor ,2.246257635763018,9,4,IT Support,IT,Junior,Permanent,Hybrid,5,5,6.2,Small,Johannesburg,482356
28,Male,Single,high school ,0.39711546577051227,1,2,DevOps Engineer,Product,Junior,Contract,Remote,3,3,19.9,Medium,Johannesburg,675958
32,Male,Married,Master,3.212058882121543,9,0,DevOps Engineer,Data,Junior,Permanent,Hybrid,3,5,6.8,Medium,Johannesburg,715017
53,Female,Single,High School,8.644084219569342,7,2,DevOps Engineer,Product,Junior,Permanent,Onsite,3,5,12.3,Medium,Kigali,1127270
46,Male,Single,BSc,8.616462843946078,8,5,DevOps Engineer,IT,Senior,Permanent,Remote,1,5,12.4,Small,Johannesburg,4680904
59,Male,Married,high school ,7.386615666749759,3,2,IT Support,Data,Mid,Permanent,Remote,2,6,10.1,Large,Johannesburg,706610
48,Male,Divorced,ph.d,10.966454642163509,1,2,IT Support,Security,Mid,Permanent,Hybrid,4,7,7.8,Medium,Kigali,877746
25,Male,Married,high school ,10.542332936853738,4,4,Data Analyst,Product,Mid,Permanent,Remote,1,7,10.8,Large,Nairobi,1122353
28,Male,Married,Master,7.817525368281109,1,4,Software Engineer,IT,Mid,Permanent,Onsite,5,4,7.8,Large,Kigali,1047828
45,Male,Single,bachelor ,7.265527400102818,1,3,Product Manager,Security,Senior,Permanent,Remote,2,5,14,Medium,Lagos,1167395
47,Male,Married,Master,7.518186820880386,4,5,Product Manager,Product,Senior,Permanent,Remote,5,4,4.4,Medium,Johannesburg,1035621
43,Female,Single,high school ,6.409419280251672,8,1,Data Scientist,Security,Junior,Permanent,Hybrid,4,6,11.6,Large,Nairobi,758981
50,Male,Divorced,high school ,,1,5,Software Engineer,IT,Mid,Permanent,Remote,2,5,14.9,Large,Johannesburg,766862
43,Male,Single,MSc,11.541939379279277,10,2,Data Scientist,Operations,Junior,Contract,Remote,3,8,14.8,Small,Johannesburg,1310113
40,Female,Married,Bachelor,8.590091327574706,10,3,Product Manager,IT,Mid,Permanent,Remote,3,7,12.7,Medium,Nairobi,1084519
38,Female,Married,Bachelor,2.134690216691756,9,3,Data Analyst,Engineering,Junior,Permanent,Hybrid,2,4,9.4,Large,Lagos,599122
38,Male,Single,MSc,12.711266477089747,6,4,DevOps Engineer,Product,Mid,Permanent,Onsite,3,1,22.9,Medium,Nairobi,1266769
22,Male,Divorced,PhD,4.640080527148918,5,1,Software Engineer,Engineering,Junior,Permanent,Hybrid,3,4,7.7,Medium,Nairobi,690491
24,Female,Single,MSc,6.568923989365511,9,3,Software Engineer,Operations,Junior,Permanent,Onsite,3,5,9.7,Small,Johannesburg,792668
50,Male,Single,Bachelor,11.094302382273014,9,0,Data Scientist,IT,Junior,Permanent,Remote,4,3,18.9,Small,Kigali,985837
53,Male,Single,Bachelor,7.880557433558355,9,3,Data Scientist,Security,Senior,Permanent,Hybrid,2,6,9.3,Small,Nairobi,1443677
56,Male,Married,MSc,12.341503367663597,3,4,Data Analyst,Data,Junior,Permanent,Onsite,2,7,0.7,Large,Johannesburg,1178143
38,Female,Married,Bachelor,5.591594003828841,8,2,Software Engineer,Data,Senior,Permanent,Hybrid,1,4,2.4,Large,Lagos,1252315
57,Male,Single,high school ,13.764692845121342,10,4,Product Manager,Security,Senior,Contract,Onsite,5,5,15.3,Large,Kigali,1574449
39,Female,Single,MSc,3.888788400669911,4,4,Product Manager,IT,Junior,Permanent,Onsite,5,8,5.6,Large,Johannesburg,825209
48,Female,Married,Bachelor,12.270489317238471,4,1,IT Support,Operations,Mid,Contract,Onsite,1,7,8.3,Large,Nairobi,1091822
40,Male,Single,BSc,,7,5,Product Manager,Security,Senior,Permanent,Remote,5,4,16.3,Large,Lagos,1021682
53,Female,Married,MSc,2.5992317946634005,8,0,DevOps Engineer,IT,Mid,Contract,Hybrid,3,11,12,Medium,Nairobi,794462
32,Male,Married,high school ,8.191864553957277,4,0,DevOps Engineer,Security,Junior,Contract,Hybrid,2,3,11.2,Medium,Lagos,668651
35,Female,Married,PhD,5.39821829542757,10,5,IT Support,Data,Senior,Permanent,Hybrid,1,2,6.6,Medium,Nairobi,983188
59,Male,Married,high school ,6.701005520389748,6,1,IT Support,Data,Junior,Contract,Onsite,4,4,14.5,Medium,Nairobi,453101
22,Male,Single,bachelor ,7.166603680642845,1,1,Data Scientist,Data,Junior,Permanent,Onsite,3,4,14,Large,Lagos,644680
49,Male,Divorced,bachelor ,2.2363895674917815,2,3,Product Manager,IT,Junior,Permanent,Hybrid,4,7,16.3,Large,Nairobi,589294
30,Male,Single,PhD,2.536281540509732,5,5,IT Support,Operations,Mid,Permanent,Hybrid,3,6,9.9,Large,Johannesburg,813285
22,Male,Single,High School,7.928488195233682,4,0,Product Manager,Operations,Junior,Permanent,Onsite,1,5,5.5,Large,Lagos,789337
31,Male,Single,ph.d,4.334668192712881,3,4,Product Manager,Operations,Senior,Permanent,Hybrid,2,4,8.5,Small,Lagos,1056172
33,Male,Divorced,Master,12.364135435844673,6,5,Product Manager,Security,Junior,Contract,Hybrid,4,5,13,Small,Nairobi,1106230
30,Female,Married,bachelor ,6.23221137826886,10,3,Data Analyst,Data,Junior,Permanent,Onsite,2,2,7.8,Small,Kigali,748661
34,Male,Single,Master,9.875004972427321,6,0,IT Support,Product,Senior,Contract,Onsite,3,4,9.1,Small,Lagos,1112564
38,Female,Married,Master,8.771406677228429,10,5,DevOps Engineer,Security,Senior,Permanent,Onsite,2,3,12.8,Medium,Lagos,1520614
29,Male,Single,ph.d,4.595355771309256,8,2,Product Manager,IT,Mid,Contract,Remote,2,6,14.7,Small,Nairobi,967090
59,Male,Divorced,bachelor ,,2,4,Data Scientist,Data,Mid,Permanent,Remote,2,10,18.4,Small,Nairobi,882493
48,Male,Single,PhD,11.739765470484189,7,5,Data Analyst,Operations,Mid,Permanent,Remote,2,5,12.7,Small,Lagos,1249316
23,Male,Married,High School,3.084363693211429,7,4,IT Support,IT,Mid,Permanent,Hybrid,2,7,3.5,Large,Kigali,738875
40,Female,Married,Master,5.384967778085022,2,3,Software Engineer,Security,Mid,Permanent,Hybrid,5,7,16.1,Large,Nairobi,799007
26,Male,Single,BSc,6.396630233733704,6,0,IT Support,Operations,Senior,Permanent,Remote,2,11,12.4,Large,Johannesburg,1010919
47,Female,Married,Bachelor,6.795953727585276,5,1,Data Analyst,Engineering,Senior,Permanent,Hybrid,4,3,16.2,Small,Lagos,1006552
22,Female,Single,bachelor ,10.847834650156074,2,2,Data Scientist,Data,Senior,Permanent,Hybrid,5,7,15.5,Medium,Kigali,1466982
49,Male,Married,PhD,7.023296231693108,9,4,Data Analyst,Operations,Junior,Permanent,Onsite,4,8,21.3,Large,Johannesburg,1094892
58,Female,Married,high school ,6.490583638962677,8,1,Product Manager,Engineering,Junior,Permanent,Remote,3,4,13.6,Small,Lagos,965736
23,Male,Married,PhD,11.073823826180053,7,1,DevOps Engineer,Operations,Junior,Permanent,Hybrid,4,5,8.4,Medium,Johannesburg,891119
36,Male,Single,MSc,9.40260948754714,6,1,DevOps Engineer,Data,Senior,Permanent,Onsite,5,4,7.8,Large,Johannesburg,1382862
50,Female,Divorced,High School,4.0577182160773795,5,1,Data Analyst,Product,Junior,Permanent,Hybrid,3,4,3.4,Small,Lagos,732669
22,Male,Single,high school ,2.411378490084668,9,3,Software Engineer,Operations,Junior,Permanent,Onsite,3,10,9.7,Small,Lagos,614168
37,Male,Married,MSc,3.7052008992003223,5,5,Software Engineer,Operations,Senior,Permanent,Hybrid,2,3,19.1,Small,Lagos,1086926
32,Male,Married,Bachelor,6.803120999247141,6,5,Product Manager,Security,Junior,Permanent,Onsite,4,4,5.4,Small,Nairobi,987661
55,Male,Married,high school ,2.0157848993183114,3,4,Product Manager,Engineering,Junior,Permanent,Onsite,2,4,25,Large,Nairobi,700409
21,Male,Married,High School,7.363012188649872,9,1,Software Engineer,Data,Senior,Permanent,Hybrid,2,3,13.3,Medium,Kigali,1227222
35,Male,Single,MSc,6.483206760838637,8,1,DevOps Engineer,Operations,Junior,Permanent,Hybrid,2,3,11.2,Medium,Kigali,1036747
46,Male,Married,Bachelor,,9,0,Data Scientist,Security,Senior,Permanent,Hybrid,2,4,16.7,Small,Lagos,1313558
57,Male,Single,Master,1.3752992549308205,1,4,DevOps Engineer,Security,Junior,Permanent,Remote,5,6,5.6,Small,Lagos,654746
41,Female,Single,PhD,,1,5,DevOps Engineer,IT,Junior,Permanent,Remote,4,3,4.4,Large,Kigali,675016
51,Male,Married,Master,5.624387755822763,2,2,Data Analyst,Security,Junior,Permanent,Remote,5,6,15.3,Medium,Lagos,756079
45,Female,Married,MSc,11.296054581384002,4,1,Software Engineer,Data,Senior,Contract,Remote,5,5,11.9,Medium,Kigali,1252428
43,Female,Single,Master,,10,3,Product Manager,Engineering,Senior,Permanent,Remote,3,7,18.3,Large,Kigali,1247108
44,Female,Married,MSc,1.7108527208265425,5,5,Product Manager,Engineering,Junior,Permanent,Onsite,2,5,16.1,Small,Nairobi,532624
58,Female,Single,BSc,6.345048530907274,7,1,Data Scientist,Engineering,Mid,Permanent,Remote,4,3,9,Large,Kigali,1012499
48,Male,Single,ph.d,2.7449878845862896,4,1,IT Support,Data,Junior,Permanent,Hybrid,4,7,15.3,Medium,Lagos,614148
41,Male,Single,Bachelor,2.7253089317328323,1,5,Product Manager,Security,Mid,Permanent,Onsite,4,3,11.2,Large,Kigali,787779
38,Male,Married,Master,9.166376424692638,8,1,Data Scientist,Data,Junior,Permanent,Remote,4,7,11.4,Medium,Lagos,1022666
56,Female,Married,ph.d,5.020418221708317,3,4,Software Engineer,Operations,Senior,Contract,Hybrid,2,2,14.3,Large,Lagos,1040100
55,Female,Married,High School,1.053100450408074,9,4,IT Support,Engineering,Mid,Permanent,Remote,3,2,21,Medium,Lagos,730899
29,Male,Single,BSc,,2,1,Software Engineer,Security,Senior,Permanent,Remote,5,4,7.5,Medium,Nairobi,927435
58,Male,Married,bachelor ,15.833631080254925,1,3,Data Scientist,Engineering,Mid,Contract,Hybrid,3,6,7.4,Small,Nairobi,1096063
50,Other,Single,ph.d,11.513236218250684,10,2,Software Engineer,Security,Mid,Permanent,Onsite,3,7,12.9,Medium,Lagos,1302289
54,Male,Married,High School,5.193466615751934,8,0,Data Analyst,Security,Mid,Permanent,Remote,2,8,12.5,Small,Kigali,3282941
52,Male,Married,bachelor ,7.3514320466557495,3,2,Data Scientist,Data,Senior,Permanent,Onsite,3,4,10.3,Small,Johannesburg,1126251
23,Male,Single,High School,5.045875751612048,1,5,IT Support,Data,Junior,Contract,Onsite,1,5,13.4,Small,Nairobi,459425
23,Female,Married,Bachelor,9.041826923165004,3,3,Product Manager,IT,Mid,Permanent,Onsite,4,6,18.3,Large,Nairobi,1025113
48,Male,Divorced,bachelor ,3.5831425291284775,8,5,Software Engineer,Engineering,Senior,Permanent,Onsite,1,8,14.5,Small,Kigali,1174047
35,Male,Single,High School,4.827307134092706,4,5,Data Scientist,Security,Mid,Permanent,Remote,2,2,15.8,Medium,Nairobi,805687
43,Female,Married,BSc,8.821603360777987,10,5,Software Engineer,Data,Junior,Permanent,Onsite,4,4,7.4,Large,Lagos,949667
31,Male,Married,Master,12.81543641778563,7,5,DevOps Engineer,Data,Junior,Permanent,Onsite,3,1,3.6,Small,Johannesburg,1300652
52,Female,Single,High School,9.965660378648419,8,3,Data Scientist,Operations,Senior,Permanent,Hybrid,3,10,16.8,Medium,Nairobi,1485623
56,Male,Married,bachelor ,11.935655510363711,7,2,DevOps Engineer,Engineering,Junior,Permanent,Onsite,4,5,9.5,Medium,Lagos,998484
53,Male,Married,bachelor ,5.750330649955283,1,2,Data Scientist,IT,Junior,Contract,Onsite,2,6,8,Medium,Lagos,806936
44,Female,Single,High School,4.507958370492227,4,5,DevOps Engineer,Data,Junior,Contract,Remote,1,5,9.2,Large,Johannesburg,687705
59,Female,Single,high school ,,10,1,IT Support,Operations,Junior,Permanent,Onsite,2,10,6.5,Large,Johannesburg,870140
54,Male,Divorced,BSc,7.2887934293651355,9,2,Software Engineer,Security,Junior,Permanent,Hybrid,3,4,8.1,Large,Kigali,1333517
48,Male,Married,high school ,8.51618812542576,7,5,Software Engineer,Operations,Senior,Permanent,Hybrid,2,7,7.8,Large,Lagos,1223597
57,Female,Single,Bachelor,5.799978417091177,1,2,Data Scientist,Product,Junior,Contract,Hybrid,2,5,9.9,Medium,Johannesburg,703807
27,Male,Single,ph.d,3.8931946956010615,8,1,Data Analyst,Security,Mid,Permanent,Onsite,3,1,6.5,Medium,Kigali,841817
24,Female,Married,BSc,11.973613759372528,4,3,Product Manager,Security,Senior,Permanent,Hybrid,4,3,23,Medium,Kigali,1411529
57,Female,Single,High School,9.527217108786616,7,4,Product Manager,Security,Senior,Permanent,Remote,4,5,10.2,Small,Johannesburg,1255889
21,Male,Single,BSc,12.251301802076046,6,1,Data Analyst,Engineering,Mid,Permanent,Onsite,1,9,16.6,Medium,Nairobi,1068448
21,Female,Married,Bachelor,3.185683619935183,7,2,IT Support,Operations,Senior,Permanent,Remote,2,4,5.9,Large,Lagos,1129312
40,Male,Married,High School,4.167063493807907,10,0,DevOps Engineer,IT,Mid,Permanent,Onsite,5,4,8,Large,Lagos,941239
39,Female,Single,Bachelor,11.812708973006385,10,2,Data Analyst,Engineering,Senior,Permanent,Onsite,4,2,9.3,Medium,Kigali,1469133
49,Male,Single,Master,6.8106116809768364,1,0,DevOps Engineer,IT,Senior,Permanent,Remote,5,6,8.2,Medium,Johannesburg,944131
30,Female,Single,BSc,4.723583553285781,6,1,Data Analyst,Security,Junior,Permanent,Onsite,2,5,13.3,Small,Kigali,757300
38,Female,Single,High School,5.001939904948641,3,4,IT Support,Operations,Junior,Permanent,Remote,2,8,12.5,Medium,Kigali,765326
48,Female,Single,high school ,6.9556778954627845,10,4,Data Scientist,Engineering,Mid,Permanent,Hybrid,4,6,5.5,Medium,Johannesburg,1157196
55,Female,Single,BSc,11.011807263341641,4,0,DevOps Engineer,Operations,Junior,Permanent,Remote,3,2,15.7,Medium,Nairobi,993487
51,Male,Single,ph.d,6.357948591633646,1,3,Software Engineer,Operations,Junior,Permanent,Onsite,3,3,8.9,Large,Nairobi,806330
47,Male,Single,BSc,10.162131320711111,10,0,DevOps Engineer,Operations,Senior,Permanent,Hybrid,4,7,12.9,Small,Nairobi,1293570
31,Female,Divorced,BSc,8.869511107384193,8,0,DevOps Engineer,Security,Junior,Permanent,Onsite,1,2,16.4,Large,Lagos,839233
58,Female,Single,High School,3.486643839276105,2,5,Product Manager,Data,Junior,Permanent,Onsite,3,6,20.1,Large,Kigali,559018
25,Female,Single,BSc,3.483482528051507,3,1,DevOps Engineer,Security,Senior,Permanent,Remote,1,1,13.3,Medium,Kigali,1102502
28,Female,Single,PhD,5.198933632274087,7,2,Product Manager,Data,Junior,Permanent,Hybrid,2,5,5.1,Large,Johannesburg,1018952
54,Male,Single,ph.d,1.652649381350927,2,3,Product Manager,IT,Senior,Permanent,Hybrid,5,4,8.8,Medium,Nairobi,857268
32,Male,Married,Bachelor,4.943444576802428,4,5,Data Analyst,Data,Mid,Permanent,Remote,4,2,6.8,Large,Johannesburg,850379
58,Male,Single,bachelor ,13.053733666925538,7,5,Data Scientist,IT,Senior,Permanent,Hybrid,5,3,11.1,Small,Kigali,1505382
21,Female,Married,MSc,6.874438656690519,3,0,Data Scientist,Data,Senior,Permanent,Onsite,2,4,10.6,Small,Lagos,973882
51,Male,Single,MSc,3.9341893356501862,2,1,DevOps Engineer,Security,Mid,Permanent,Onsite,2,3,17.1,Small,Johannesburg,610713
24,Female,Married,High School,14.66297860728191,8,5,Data Analyst,Operations,Senior,Permanent,Hybrid,3,5,0,Small,Nairobi,1682170
25,Male,Single,Master,3.277530721095184,2,3,IT Support,Data,Mid,Permanent,Hybrid,3,6,10.8,Large,Lagos,717449
50,Male,Single,ph.d,3.152468132778448,10,4,IT Support,Product,Mid,Permanent,Remote,1,5,8.4,Small,Johannesburg,804408
44,Male,Single,BSc,11.917942727226798,7,4,Data Scientist,Security,Mid,Permanent,Remote,1,5,8.6,Small,Nairobi,1324169
23,Male,Single,PhD,9.64527223840128,3,1,Data Analyst,Operations,Junior,Permanent,Onsite,1,5,9.1,Small,Kigali,806240
31,Female,Married,ph.d,6.4797645898944545,4,3,DevOps Engineer,Product,Senior,Permanent,Onsite,1,3,18.1,Small,Johannesburg,1225256
24,Male,Single,Bachelor,10.327635599956645,6,2,Product Manager,Operations,Junior,Permanent,Onsite,3,2,15.8,Large,Johannesburg,1047936
46,Male,Married,High School,8.202400004916669,3,1,Software Engineer,Security,Junior,Permanent,Remote,1,8,10,Medium,Nairobi,716252
47,Male,Single,high school ,2.255230337044697,1,5,Data Scientist,Security,Mid,Permanent,Remote,1,6,7.3,Large,Lagos,504597
47,Female,Single,BSc,,8,5,Product Manager,Data,Junior,Permanent,Hybrid,4,3,15.4,Large,Nairobi,808179
26,Female,Single,MSc,4.730619393170839,4,2,Data Scientist,Engineering,Mid,Permanent,Remote,2,5,3.1,Medium,Nairobi,833343
35,Male,Married,Master,11.339699343593118,1,0,Software Engineer,IT,Mid,Permanent,Onsite,3,7,12.1,Small,Johannesburg,956497
50,Female,Single,bachelor ,5.286119646613539,2,2,DevOps Engineer,Operations,Mid,Permanent,Onsite,3,3,11.7,Small,Lagos,764283
57,Male,Single,ph.d,8.840388793396976,6,1,IT Support,Engineering,Junior,Permanent,Remote,4,4,12.9,Small,Johannesburg,907452
57,Male,Single,bachelor ,7.737941793780269,1,3,Data Scientist,Engineering,Senior,Permanent,Onsite,4,7,13.4,Small,Lagos,1165517
57,Female,Married,Bachelor,0.2259988215424027,9,2,DevOps Engineer,Data,Mid,Permanent,Hybrid,4,5,10.1,Medium,Johannesburg,516676
55,Male,Married,BSc,5.374417225174734,7,0,Data Analyst,Operations,Junior,Permanent,Onsite,2,5,8.8,Medium,Kigali,875888
43,Female,Single,bachelor ,8.435517321786314,8,3,IT Support,Engineering,Junior,Permanent,Hybrid,3,4,16.1,Medium,Johannesburg,947733
26,Male,Single,high school ,3.851414977982533,8,4,IT Support,IT,Mid,Permanent,Onsite,4,4,5.6,Large,Lagos,762797
24,Female,Single,Bachelor,5.549847371888193,6,4,Product Manager,Product,Mid,Permanent,Remote,1,10,13.2,Small,Lagos,874346
38,Male,Single,MSc,8.566988368388445,8,3,Data Analyst,Data,Senior,Permanent,Hybrid,1,6,3.9,Small,Johannesburg,1313507
29,Female,Married,high school ,7.290519996571919,7,5,DevOps Engineer,Security,Junior,Permanent,Hybrid,4,10,16.8,Medium,Nairobi,843041
49,Female,Single,High School,11.18763896369886,1,5,Data Scientist,Data,Senior,Permanent,Remote,4,10,22,Medium,Lagos,1319871
33,Male,Single,high school ,8.534683652653916,3,1,Data Scientist,Data,Senior,Permanent,Hybrid,3,5,6.5,Large,Lagos,1060259
37,Male,Married,PhD,3.1766000063919324,9,2,Data Analyst,IT,Mid,Contract,Onsite,3,3,12,Small,Lagos,1000340
52,Male,Single,PhD,5.089813144281856,8,2,IT Support,Security,Senior,Permanent,Hybrid,4,5,20.6,Medium,Nairobi,995213
42,Female,Single,high school ,7.081185136905108,5,5,Data Scientist,Data,Senior,Permanent,Hybrid,5,9,12,Medium,Johannesburg,1265072
24,Male,Single,Master,12.353660306056167,1,3,Data Scientist,IT,Mid,Permanent,Onsite,2,8,13.3,Medium,Johannesburg,1071262
25,Male,Single,MSc,5.1058974788707765,2,2,Data Scientist,Security,Junior,Permanent,Hybrid,2,5,17,Small,Johannesburg,832962
57,Female,Married,High School,0.06972479040788748,10,4,Software Engineer,Engineering,Junior,Permanent,Hybrid,2,5,12,Medium,Lagos,801348
33,Male,Married,MSc,8.762267613964752,10,3,Data Analyst,Operations,Mid,Permanent,Remote,2,4,2.2,Medium,Lagos,1180686
54,Female,Single,PhD,3.9776070066240043,9,5,Software Engineer,Engineering,Junior,Permanent,Onsite,2,3,15.7,Small,Kigali,912802
42,Male,Single,ph.d,1.858794721700126,10,2,Software Engineer,Operations,Mid,Contract,Hybrid,4,5,19.6,Large,Johannesburg,822797
43,Male,Single,PhD,7.075212051303354,8,0,Product Manager,Data,Mid,Permanent,Hybrid,4,3,11.3,Medium,Lagos,1207578
23,Female,Single,Bachelor,10.891470567233213,9,5,Data Scientist,Engineering,Mid,Permanent,Onsite,5,3,3.3,Medium,Nairobi,1329618
54,Female,Married,PhD,4.704477841355924,2,5,Software Engineer,IT,Mid,Permanent,Remote,1,8,7.4,Small,Johannesburg,830220
52,Male,Single,Bachelor,8.986295548730519,3,1,Data Analyst,Data,Junior,Permanent,Hybrid,2,6,17.3,Medium,Kigali,730950
41,Male,Married,Master,9.727654652169731,3,0,Product Manager,Engineering,Junior,Permanent,Remote,5,5,5.5,Large,Nairobi,509017
41,Male,Married,bachelor ,10.167185974666516,1,5,Product Manager,Engineering,Mid,Permanent,Onsite,2,8,1.7,Small,Lagos,911835
31,Male,Married,MSc,4.070910761525594,2,0,DevOps Engineer,IT,Mid,Permanent,Onsite,4,5,23.9,Small,Nairobi,722128
59,Male,Married,PhD,2.5156717682664587,10,2,IT Support,IT,Junior,Permanent,Onsite,4,5,11.8,Small,Lagos,693205
24,Male,Married,Master,3.0609875801656194,5,3,IT Support,Engineering,Junior,Permanent,Remote,2,2,15.8,Small,Johannesburg,472157
21,Female,Married,bachelor ,10.16389868848988,7,4,Product Manager,Security,Junior,Permanent,Remote,2,1,15.9,Large,Kigali,1128227
48,Female,Married,PhD,9.669572618683247,6,3,Data Analyst,IT,Mid,Permanent,Hybrid,5,5,17.5,Medium,Kigali,1166755
44,Male,Single,MSc,3.171397597198661,2,2,Software Engineer,Product,Mid,Permanent,Remote,4,5,8.3,Medium,Nairobi,786330
55,Male,Married,PhD,15.530576105374545,8,2,IT Support,Security,Junior,Permanent,Onsite,2,1,8.5,Large,Kigali,1022088
33,Male,Married,MSc,2.6945441336513385,4,4,Software Engineer,Security,Mid,Permanent,Onsite,5,2,8.1,Medium,Lagos,956381
54,Male,Single,Bachelor,10.997856338802904,2,0,Data Analyst,Product,Mid,Permanent,Onsite,1,7,7.2,Medium,Nairobi,1084394
31,Female,Divorced,Bachelor,13.078661756820843,4,0,Software Engineer,IT,Mid,Permanent,Hybrid,5,6,10,Large,Lagos,1031498
